,year,rank,name,citizenship,age,net_worth,residence,source,category,continents
14222,2019.0,924.0,Hanni Toosbuy Kasprzak,Denmark,60.0,2.6,,shoes,,Europe
14223,2019.0,924.0,Torbjorn Tornqvist,Sweden,64.0,2.6,,oil trading,,Europe
14224,2019.0,924.0,Bulat Utemuratov,Kazakhstan,60.0,2.6,,"mining, banking, hotels",,Asia
14225,2019.0,924.0,Chip Wilson,Canada,61.0,2.6,,Lululemon,,North America
14226,2019.0,924.0,Jerry Yang,United States,49.0,2.6,,Yahoo,,North America
14227,2019.0,924.0,Zhang Fan,China,52.0,2.6,,touch screens,,Asia
14228,2019.0,924.0,Zhu Xingliang,China,58.0,2.6,,construction,,Asia
14229,2019.0,965.0,Ramon Ang,Philippines,64.0,2.5,,Diversified,,Asia
14230,2019.0,965.0,Edward Bass,United States,72.0,2.5,,"oil, investments",,North America
14231,2019.0,965.0,Lee Bass,United States,61.0,2.5,,"oil, investments",,North America
14232,2019.0,965.0,Bert Beveridge,United States,56.0,2.5,,vodka,,North America
14233,2019.0,965.0,George Bishop,United States,80.0,2.5,,oil &amp; gas,,North America
14234,2019.0,965.0,Jaime Botin,Spain,81.0,2.5,,banking,,Europe
14235,2019.0,965.0,Norman Braman,United States,85.0,2.5,,"art, car dealerships",,North America
14236,2019.0,965.0,Chin Jong Hwa,Taiwan,59.0,2.5,,auto parts,,Asia
14237,2019.0,965.0,Cho Tak Wong,Hong Kong,71.0,2.5,,auto parts,,Asia
14238,2019.0,965.0,John Coates,United Kingdom,48.0,2.5,,online gambling,,Europe
14239,2019.0,965.0,Du Jiangtao,China,48.0,2.5,,chemicals,,Asia
14240,2019.0,965.0,Aloysio de Andrade Faria,Brazil,97.0,2.5,,banking,,South America
14241,2019.0,965.0,Kenneth Feld,United States,69.0,2.5,,"circus, live entertainment",,North America
14242,2019.0,965.0,Luca Garavoglia,Italy,49.0,2.5,,spirits,,Europe
14243,2019.0,965.0,Noam Gottesman,United States,56.0,2.5,,hedge funds,,North America
14244,2019.0,965.0,Jonathan Gray,United States,48.0,2.5,,investments,,North America
14245,2019.0,965.0,Stein Erik Hagen,Norway,61.0,2.5,,consumer goods,,Europe
14246,2019.0,965.0,Chang-Woo Han,Japan,87.0,2.5,,pachinko parlors,,Asia
14247,2019.0,965.0,John Henry,United States,68.0,2.5,,sports,,North America
14248,2019.0,965.0,Lawrence Ho,Hong Kong,41.0,2.5,,casinos,,Asia
14249,2019.0,965.0,Hui Lin Chit,China,64.0,2.5,,hygiene products,,Asia
14250,2019.0,965.0,Mustafa Rahmi Koc,Turkey,87.0,2.5,,diversified,,Asia
14251,2019.0,965.0,Kuan Kam Hon,Malaysia,70.0,2.5,,synthetic gloves,,Asia
14252,2019.0,965.0,Jane Lauder,United States,45.0,2.5,,cosmetics,,North America
14253,2019.0,965.0,Aerin Lauder Zinterhofer,United States,47.0,2.5,,cosmetics,,North America
14254,2019.0,965.0,Maritsa Lazari,United Kingdom,73.0,2.5,,real estate,,Europe
14255,2019.0,965.0,Bernard Lewis,United Kingdom,92.0,2.5,,fashion retailer,,Europe
14256,2019.0,965.0,Vincent Lo,Hong Kong,68.0,2.5,,real estate,,Asia
14257,2019.0,965.0,Jeffrey Lorberbaum,United States,63.0,2.5,,flooring,,North America
14258,2019.0,965.0,Joe Mansueto,United States,61.0,2.5,,investment research,,North America
14259,2019.0,965.0,Jose Roberto Marinho,Brazil,62.0,2.5,,media,,South America
14260,2019.0,965.0,Roberto Irineu Marinho,Brazil,70.0,2.5,,media,,South America
14261,2019.0,965.0,C. Dean Metropoulos,United States,71.0,2.5,,investments,,North America
14262,2019.0,965.0,Aristotelis Mistakidis,Greece,56.0,2.5,,"mining, commodities",,Europe
14263,2019.0,965.0,Arturo Moreno,United States,71.0,2.5,,"billboards, Anaheim Angels",,North America
14264,2019.0,965.0,Yoshiko Mori,Japan,77.0,2.5,,real estate,,Asia
14265,2019.0,965.0,Adam Neumann,Israel,38.0,2.5,,WeWork,,Asia
14266,2019.0,965.0,Or Wai Sheun,Hong Kong,66.0,2.5,,real estate,,Asia
14267,2019.0,965.0,Richard Peery,United States,79.0,2.5,,real estate,,North America
14268,2019.0,965.0,Horst Julius Pudwill,Germany,73.0,2.5,,manufacturing,,Europe
14269,2019.0,965.0,P.V. Ramprasad Reddy,India,59.0,2.5,,pharmaceuticals,,Asia
14270,2019.0,965.0,Larry Robbins,United States,48.0,2.5,,hedge funds,,North America
14271,2019.0,965.0,Carlos Sanchez,Brazil,56.0,2.5,,generic drugs,,South America
14272,2019.0,965.0,Stephan Schmidheiny,Switzerland,70.0,2.5,,investments,,Europe
14273,2019.0,965.0,Klaus-Peter Schulenberg,Germany,,2.5,,ticketing service,,Europe
14274,2019.0,965.0,Charles Simonyi,United States,69.0,2.5,,Microsoft,,North America
14275,2019.0,965.0,Mark Stevens,United States,58.0,2.5,,venture capital,,North America
14276,2019.0,965.0,Sze Man Bok,China,68.0,2.5,,hygiene products,,Asia
14277,2019.0,965.0,Sarik Tara,Turkey,87.0,2.5,,construction,,Asia
14278,2019.0,965.0,Lottie Tham,Sweden,68.0,2.5,,H&amp;M,,Europe
14279,2019.0,965.0,Peter Thiel,United States,50.0,2.5,,"Facebook, Palantir",,North America
14280,2019.0,965.0,Elaine Wynn,United States,75.0,2.5,,"casinos, hotels",,North America
14281,2019.0,965.0,Denise York,United States,67.0,2.5,,San Francisco 49ers,,North America
14282,2019.0,965.0,David Zalik,United States,44.0,2.5,,technology,,North America
14283,2019.0,965.0,Zhao Tao,Singapore,52.0,2.5,,pharmaceuticals,,Asia
14284,2019.0,1020.0,George Argyros,United States,81.0,2.4,,"real estate, investments",,North America
14285,2019.0,1020.0,John Arrillaga,United States,80.0,2.4,,real estate,,North America
14286,2019.0,1020.0,Charles Bronfman,Canada,86.0,2.4,,liquor,,North America
14287,2019.0,1020.0,Peter Buck,United States,87.0,2.4,,Subway sandwich shops,,North America
14288,2019.0,1020.0,Chen Jinxia,China,49.0,2.4,,investments,,Asia
14289,2019.0,1020.0,Vivien Chen,Hong Kong,59.0,2.4,,real estate,,Asia
14290,2019.0,1020.0,Chu Lam Yiu,Hong Kong,48.0,2.4,,flavorings,,Asia
14291,2019.0,1020.0,Jean Coutu,Canada,90.0,2.4,,drugstores,,North America
14292,2019.0,1020.0,Jose Luis Cutrale,Brazil,71.0,2.4,,orange juice,,South America
14293,2019.0,1020.0,Jai Hari & Yadu Hari Dalmia,India,,2.4,,cement,,Asia
14294,2019.0,1020.0,Bergit Douglas,Germany,71.0,2.4,,consumer goods,,Europe
14295,2019.0,1020.0,Alfredo Egydio Arruda Villela Filho,Brazil,48.0,2.4,,banking,,South America
14296,2019.0,1020.0,Marcel Erni,Switzerland,53.0,2.4,,private equity,,Europe
14297,2019.0,1020.0,Andre Esteves,Brazil,49.0,2.4,,banking,,South America
14298,2019.0,1020.0,Carlo Fidani,Canada,63.0,2.4,,real estate,,North America
14299,2019.0,1020.0,Abhay Firodia,India,73.0,2.4,,automobiles,,Asia
14300,2019.0,1020.0,Alfred Gantner,Switzerland,49.0,2.4,,private equity,,Europe
14301,2019.0,1020.0,Geng Jianming,China,55.0,2.4,,real estate,,Asia
14302,2019.0,1020.0,Mitchell Goldhar,Canada,56.0,2.4,,real estate,,North America
14303,2019.0,1020.0,Hortensia Herrero,Spain,67.0,2.4,,supermarkets,,Europe
14304,2019.0,1020.0,Michael Hintze,Australia,64.0,2.4,,investment,,Oceania
14305,2019.0,1020.0,Igor Kesaev,Russia,51.0,2.4,,"tobacco distribution, retail",,Asia
14306,2019.0,1020.0,Koon Poh Keong,Malaysia,56.0,2.4,,aluminum,,Asia
14307,2019.0,1020.0,Hermann Langness,Germany,65.0,2.4,,retail,,Europe
14308,2019.0,1020.0,Li Zhongchu,China,54.0,2.4,,software,,Asia
14309,2019.0,1020.0,Alexander Mamut,Russia,58.0,2.4,,investments,,Asia
14310,2019.0,1020.0,Joao Roberto Marinho,Brazil,64.0,2.4,,media,,South America
14311,2019.0,1020.0,"Drayton McLane, Jr.",United States,81.0,2.4,,"Wal-Mart, logistics",,North America
14312,2019.0,1020.0,Patrice Motsepe,South Africa,56.0,2.4,,mining,,Africa
14313,2019.0,1020.0,Alfred Oetker,Germany,51.0,2.4,,consumer goods,,Europe
14314,2019.0,1020.0,August Oetker,Germany,73.0,2.4,,consumer goods,,Europe
14315,2019.0,1020.0,Carl Ferdinand Oetker,Germany,45.0,2.4,,consumer goods,,Europe
14316,2019.0,1020.0,Christian Oetker,Germany,69.0,2.4,,consumer goods,,Europe
14317,2019.0,1020.0,Julia Oetker,Germany,39.0,2.4,,consumer goods,,Europe
14318,2019.0,1020.0,Richard Oetker,Germany,67.0,2.4,,consumer goods,,Europe
14319,2019.0,1020.0,Daniel Pritzker,United States,58.0,2.4,,"hotels, investments",,North America
14320,2019.0,1020.0,John Pritzker,United States,65.0,2.4,,"hotels, investments",,North America
14321,2019.0,1020.0,Nevaldo Rocha,Brazil,88.0,2.4,,retail,,South America
14322,2019.0,1020.0,Luigi Rovati,Italy,89.0,2.4,,pharmaceuticals,,Europe
14323,2019.0,1020.0,Ferit Faik Sahenk,Turkey,53.0,2.4,,diversified,,Asia
14324,2019.0,1020.0,Rosely Schweizer,Germany,77.0,2.4,,consumer goods,,Europe
14325,2019.0,1020.0,Eric Smidt,United States,58.0,2.4,,hardware stores,,North America
14326,2019.0,1020.0,Alexander Spanos,United States,94.0,2.4,,"real estate, Los Angeles Chargers",,North America
14327,2019.0,1020.0,Leena Tewari,India,60.0,2.4,,pharmaceuticals,,Asia
14328,2019.0,1020.0,Tong Jinquan,China,63.0,2.4,,real estate,,Asia
14329,2019.0,1020.0,Peter Unger,Germany,73.0,2.4,,auto repair,,Europe
14330,2019.0,1020.0,Sunny Varkey,India,60.0,2.4,,education,,Asia
14331,2019.0,1020.0,Urs Wietlisbach,Switzerland,56.0,2.4,,private equity,,Europe
14332,2019.0,1020.0,Michael Ying,Hong Kong,68.0,2.4,,retail,,Asia
14333,2019.0,1020.0,Yu Minhong,China,56.0,2.4,,education,,Asia
14334,2019.0,1070.0,Eva Maria Bucher-Haefner,Switzerland,61.0,2.3,,Computer Associates,,Europe
14335,2019.0,1070.0,Chen Hua,China,52.0,2.3,,real estate,,Asia
14336,2019.0,1070.0,Gustavo Denegri,Italy,82.0,2.3,,biotech,,Europe
14337,2019.0,1070.0,Dermot Desmond,Ireland,67.0,2.3,,finance,,Europe
14338,2019.0,1070.0,Murali Divi,India,66.0,2.3,,pharmaceuticals,,Asia
14339,2019.0,1070.0,Thomas Flohr,Switzerland,48.0,2.3,,VistaJet,,Europe
14340,2019.0,1070.0,Bernard Fraisse,France,61.0,2.3,,pharmaceuticals,,Europe
14341,2019.0,1070.0,Harsh Goenka,India,60.0,2.3,,diversified,,Asia
14342,2019.0,1070.0,David Gottesman,United States,91.0,2.3,,investments,,North America
14343,2019.0,1070.0,Murli Dhar & Bimal Kumar Gyanchandani,India,,2.3,,Detergents,,Asia
14344,2019.0,1070.0,Bill Haslam,United States,59.0,2.3,,truck stops,,North America
14345,2019.0,1070.0,Hu Baifan,China,55.0,2.3,,pharmaceuticals,,Asia
14346,2019.0,1070.0,W. Herbert Hunt,United States,89.0,2.3,,oil,,North America
14347,2019.0,1070.0,Alijan Ibragimov,Kazakhstan,64.0,2.3,,"mining, metals",,Asia
14348,2019.0,1070.0,Bradley Jacobs,United States,61.0,2.3,,logistics,,North America
14349,2019.0,1070.0,Brad Kelley,United States,61.0,2.3,,tobacco,,North America
14350,2019.0,1070.0,Vinod Khosla,United States,63.0,2.3,,venture capital,,North America
14351,2019.0,1070.0,Stephen Lansdown,Guernsey,65.0,2.3,,financial services,,Europe
14352,2019.0,1070.0,Martin Lau,Hong Kong,44.0,2.3,,e-commerce,,Asia
14353,2019.0,1070.0,Lee Joong-Keun,South Korea,77.0,2.3,,"construction, real estate",,Asia
14354,2019.0,1070.0,Lin Li,China,54.0,2.3,,investments,,Asia
14355,2019.0,1070.0,Kenneth Lo,United Kingdom,79.0,2.3,,textiles,,Europe
14356,2019.0,1070.0,Alexander Machkevich,Israel,64.0,2.3,,"mining, metals",,Asia
14357,2019.0,1070.0,Clayton Mathile,United States,77.0,2.3,,pet food,,North America
14358,2019.0,1070.0,Stanley Perron,Australia,95.0,2.3,,"real estate, retail",,Oceania
14359,2019.0,1070.0,J. Joe Ricketts,United States,76.0,2.3,,TD Ameritrade,,North America
14360,2019.0,1070.0,Dirk Rossmann,Germany,71.0,2.3,,drugstores,,Europe
14361,2019.0,1070.0,Filiz Sahenk,Turkey,51.0,2.3,,diversified,,Asia
14362,2019.0,1070.0,Dan Snyder,United States,53.0,2.3,,Washington Redskins,,North America
14363,2019.0,1070.0,Peter Spuhler,Switzerland,58.0,2.3,,train cars,,Europe
14364,2019.0,1070.0,Tang Yiu,Hong Kong,83.0,2.3,,fashion retail,,Asia
14365,2019.0,1070.0,John Tyson,United States,64.0,2.3,,food processing,,North America
14366,2019.0,1070.0,Wong Man Li,Hong Kong,53.0,2.3,,furniture,,Asia
14367,2019.0,1103.0,Lia Maria Aguiar,Brazil,80.0,2.2,,banking,,South America
14368,2019.0,1103.0,Aziz Akhannouch,Morocco,57.0,2.2,,"petroleum, diversified",,Africa
14369,2019.0,1103.0,Ron Baron,United States,74.0,2.2,,money management,,North America
14370,2019.0,1103.0,Shyam & Hari Bhartia,India,65.0,2.2,,Diversified,,Asia
14371,2019.0,1103.0,Timothy Boyle,United States,68.0,2.2,,Columbia Sportswear,,North America
14372,2019.0,1103.0,Tatiana Casiraghi,Monaco,34.0,2.2,,beer,,Europe
14373,2019.0,1103.0,Chan Tan Ching-fen,Hong Kong,,2.2,,real estate,,Asia
14374,2019.0,1103.0,"Chase Coleman, III.",United States,42.0,2.2,,hedge fund,,North America
14375,2019.0,1103.0,Mark Coombs,United Kingdom,57.0,2.2,,finance,,Europe
14376,2019.0,1103.0,James Coulter,United States,58.0,2.2,,private equity,,North America
14377,2019.0,1103.0,Dulce Pugliese de Godoy Bueno,Brazil,70.0,2.2,,"hospitals, health care",,South America
14378,2019.0,1103.0,Ana Lucia de Mattos Barretto Villela,Brazil,44.0,2.2,,banking,,South America
14379,2019.0,1103.0,"Frank Fertitta, III.",United States,56.0,2.2,,"casinos, mixed martial arts",,North America
14380,2019.0,1103.0,Lorenzo Fertitta,United States,49.0,2.2,,"casinos, mixed martial arts",,North America
14381,2019.0,1103.0,Maria Franca Fissolo,Italy,83.0,2.2,,"Nutella, chocolates",,Europe
14382,2019.0,1103.0,Alexander Frolov,Russia,53.0,2.2,,"mining, steel",,Asia
14383,2019.0,1103.0,"Ernest Garcia, II.",United States,60.0,2.2,,used cars,,North America
14384,2019.0,1103.0,Alexandre Grendene Bartelle,Brazil,68.0,2.2,,shoes,,South America
14385,2019.0,1103.0,Vinod & Anil Rai Gupta,India,72.0,2.2,,electrical equipment,,Asia
14386,2019.0,1103.0,Torstein Hagen,Norway,75.0,2.2,,cruises,,Europe
14387,2019.0,1103.0,He Qiaonv,China,52.0,2.2,,landscape architecture,,Asia
14388,2019.0,1103.0,Hans-Werner Hector,Germany,78.0,2.2,,SAP,,Europe
14389,2019.0,1103.0,Stanley Hubbard,United States,84.0,2.2,,DirecTV,,North America
14390,2019.0,1103.0,Ke Xiping,China,57.0,2.2,,investments,,Asia
14391,2019.0,1103.0,Suna Kirac,Turkey,76.0,2.2,,diversified,,Asia
14392,2019.0,1103.0,Kong Jian Min,China,50.0,2.2,,real estate,,Asia
14393,2019.0,1103.0,Koo Bon-Moo,South Korea,73.0,2.2,,Diversified,,Asia
14394,2019.0,1103.0,Heikki Kyostila,Finland,72.0,2.2,,dental products,,Europe
14395,2019.0,1103.0,Thomas Lee,United States,73.0,2.2,,private equity,,North America
14396,2019.0,1103.0,Eric Lefkofsky,United States,48.0,2.2,,Groupon,,North America
14397,2019.0,1103.0,Peter Lim,Singapore,64.0,2.2,,investments,,Asia
14398,2019.0,1103.0,Scott Lin,Taiwan,,2.2,,optical components,,Asia
14399,2019.0,1103.0,Tomas Olivo Lopez,Spain,44.0,2.2,,shopping centers,,Europe
14400,2019.0,1103.0,Phillip T. (Terry) Ragon,United States,68.0,2.2,,health IT,,North America
14401,2019.0,1103.0,Stewart Rahr,United States,72.0,2.2,,drug distribution,,North America
14402,2019.0,1103.0,T. Denny Sanford,United States,82.0,2.2,,"banking, credit cards",,North America
14403,2019.0,1103.0,"Julio Mario Santo Domingo, III.",United States,32.0,2.2,,beer,,North America
14404,2019.0,1103.0,"Karl Scheufele, III.",Switzerland,79.0,2.2,,jewelry,,Europe
14405,2019.0,1103.0,Shen Guojun,China,55.0,2.2,,retail,,Asia
14406,2019.0,1103.0,Alain Taravella,France,70.0,2.2,,real estate,,Europe
14407,2019.0,1103.0,Oleg Tinkov,Russia,50.0,2.2,,banking,,Asia
14408,2019.0,1103.0,T.Y. Tsai,Taiwan,,2.2,,finance,,Asia
14409,2019.0,1103.0,Tung Chee Hwa,Hong Kong,80.0,2.2,,shipping,,Asia
14410,2019.0,1103.0,Ted Turner,United States,79.0,2.2,,cable television,,North America
14411,2019.0,1103.0,Sunil Vaswani,United Kingdom,54.0,2.2,,diversified,,Europe
14412,2019.0,1103.0,Jitendra Virwani,India,52.0,2.2,,real estate,,Asia
14413,2019.0,1103.0,Lang Walker,Australia,72.0,2.2,,real estate,,Oceania
14414,2019.0,1103.0,Wu Zhigang,China,83.0,2.2,,bakery chain,,Asia
14415,2019.0,1103.0,Xiao Wenge,China,51.0,2.2,,entertainment,,Asia
14416,2019.0,1103.0,Xiong Xuqiang,Hong Kong,61.0,2.2,,real estate,,Asia
14417,2019.0,1103.0,Takao Yasuda,Japan,68.0,2.2,,retail,,Asia
14418,2019.0,1103.0,William Young,United States,77.0,2.2,,plastics,,North America
14419,2019.0,1103.0,Eddie & Sol Zakay,United Kingdom,,2.2,,Real Estate,,Europe
14420,2019.0,1103.0,Zhang Xiugen,China,57.0,2.2,,automobiles,,Asia
14421,2019.0,1157.0,Leslie Alexander,United States,74.0,2.1,,sports team,,North America
14422,2019.0,1157.0,Patricia Angelini Rossi,Chile,63.0,2.1,,"forestry, mining",,South America
14423,2019.0,1157.0,Josef Boquoi,Germany,84.0,2.1,,frozen foods,,Europe
14424,2019.0,1157.0,Nikolai Buinov,Russia,50.0,2.1,,"oil, gas",,Asia
14425,2019.0,1157.0,Richard Chandler,New Zealand,59.0,2.1,,investments,,Oceania
14426,2019.0,1157.0,Cheng Xue,China,48.0,2.1,,soy sauce,,Asia
14427,2019.0,1157.0,Patokh Chodiev,Belgium,65.0,2.1,,"mining, metals",,Europe
14428,2019.0,1157.0,Choo Chong Ngen,Singapore,64.0,2.1,,hotels,,Asia
14429,2019.0,1157.0,Todd Christopher,United States,55.0,2.1,,hair care products,,North America
14430,2019.0,1157.0,John de Mol,Netherlands,62.0,2.1,,television,,Europe
14431,2019.0,1157.0,Bob Gaglardi,Canada,77.0,2.1,,hotels,,North America
14432,2019.0,1157.0,Gordon Getty,United States,84.0,2.1,,Getty Oil,,North America
14433,2019.0,1157.0,Philippe Ginestet,France,64.0,2.1,,retail stores,,Europe
14434,2019.0,1157.0,Sanjiv Goenka,India,57.0,2.1,,diversified,,Asia
14435,2019.0,1157.0,Alec Gores,United States,64.0,2.1,,private equity,,North America
14436,2019.0,1157.0,David Hains,Australia,87.0,2.1,,Investment,,Oceania
14437,2019.0,1157.0,Bahaa Hariri,Lebanon,51.0,2.1,,"real estate, investments, logistics",,Asia
14438,2019.0,1157.0,William Heinecke,Thailand,69.0,2.1,,hotels,,Asia
14439,2019.0,1157.0,Huang Hongyun,China,51.0,2.1,,real estate,,Asia
14440,2019.0,1157.0,Huang Zhenda,China,70.0,2.1,,construction,,Asia
14441,2019.0,1157.0,Ravi Jaipuria,India,63.0,2.1,,soft drinks,,Asia
14442,2019.0,1157.0,Jiang Yehua,China,55.0,2.1,,real estate,,Asia
14443,2019.0,1157.0,Manuel Jove,Spain,76.0,2.1,,real estate,,Europe
14444,2019.0,1157.0,Willibert Krueger,Germany,77.0,2.1,,food processing,,Europe
14445,2019.0,1157.0,Kuok Khoon Hong,Singapore,68.0,2.1,,palm oil,,Asia
14446,2019.0,1157.0,Christian Latouche,France,77.0,2.1,,accounting services,,Europe
14447,2019.0,1157.0,Guenther Lehmann,Germany,,2.1,,drugstores,,Europe
14448,2019.0,1157.0,Li Hongxin,China,65.0,2.1,,paper &amp; related products,,Asia
14449,2019.0,1157.0,Li Xiting,China,67.0,2.1,,medical devices,,Asia
14450,2019.0,1157.0,Liang Yunchao,China,49.0,2.1,,nutrition supplements,,Asia
14451,2019.0,1157.0,Brandt Louie,Canada,74.0,2.1,,drugstores,,North America
14452,2019.0,1157.0,Catherine Lozick,United States,73.0,2.1,,valve manufacturing,,North America
14453,2019.0,1157.0,Igor Makarov,Russia,55.0,2.1,,investments,,Asia
14454,2019.0,1157.0,Mao Lixiang,China,77.0,2.1,,cooking appliances,,Asia
14455,2019.0,1157.0,Harsh Mariwala,India,66.0,2.1,,consumer goods,,Asia
14456,2019.0,1157.0,Martin Moller Nielsen,Denmark,53.0,2.1,,aircraft leasing,,Europe
14457,2019.0,1157.0,David Murdock,United States,94.0,2.1,,"Dole, real estate",,North America
14458,2019.0,1157.0,N.R. Narayana Murthy,India,71.0,2.1,,software services,,Asia
14459,2019.0,1157.0,Georg Nemetschek,Germany,84.0,2.1,,software,,Europe
14460,2019.0,1157.0,Vikas Oberoi,India,47.0,2.1,,real estate,,Asia
14461,2019.0,1157.0,Maja Oeri,Switzerland,63.0,2.1,,Roche Holding,,Europe
14462,2019.0,1157.0,Ong Beng Seng and Christina Ong,Singapore,73.0,2.1,,diversified,,Asia
14463,2019.0,1157.0,"H. Ross Perot, Jr.",United States,59.0,2.1,,real estate,,North America
14464,2019.0,1157.0,Tor Peterson,United States,53.0,2.1,,commodities,,North America
14465,2019.0,1157.0,Heloise Pratt,Australia,55.0,2.1,,"manufacturing, investment",,Oceania
14466,2019.0,1157.0,Alexey Repik,Russia,38.0,2.1,,pharmaceuticals,,Asia
14467,2019.0,1157.0,Shin Chang-Jae,South Korea,64.0,2.1,,insurance,,Asia
14468,2019.0,1157.0,Kavitark Ram Shriram,United States,61.0,2.1,,"venture capital, Google",,North America
14469,2019.0,1157.0,Sylvia Stroeher,Germany,62.0,2.1,,cosmetics,,Europe
14470,2019.0,1157.0,Katsumi Tada,Japan,72.0,2.1,,real estate,,Asia
14471,2019.0,1157.0,Tang Shing-bor,Hong Kong,84.0,2.1,,real estate,,Asia
14472,2019.0,1157.0,Georg von Opel,Switzerland,51.0,2.1,,"real estate, investments",,Europe
14473,2019.0,1157.0,David Walentas,United States,79.0,2.1,,real estate,,North America
14474,2019.0,1157.0,Ronald Wanek,United States,76.0,2.1,,furniture,,North America
14475,2019.0,1157.0,Wang Changtian,China,52.0,2.1,,"TV, movie production",,Asia
14476,2019.0,1157.0,Wang Wenjing,China,53.0,2.1,,business software,,Asia
14477,2019.0,1157.0,Ye Cheng,China,56.0,2.1,,conglomerate,,Asia
14478,2019.0,1157.0,Zhu Gongshan,China,60.0,2.1,,solar panel materials,,Asia
14479,2019.0,1215.0,Antti Aarnio-Wihuri,Finland,78.0,2.0,,diversified,,Europe
14480,2019.0,1215.0,S. Daniel Abraham,United States,93.0,2.0,,Slim-Fast,,North America
14481,2019.0,1215.0,Joao Alves de Queiroz Filho,Brazil,65.0,2.0,,pharmaceuticals,,South America
